date,vaccinated,vaccinated_percent,completed_vaccination,completed_vaccination_percent
May 27/2021,1019024,0,0104,29289,0,0003
May 26/2021,1005906,0,0102,28961,0,0003
May 25/2021,1004104,0,0102,28961,0,0003
May 24/2021,1002302,0,0102,28961,0,0003
May 23/2021,1000500,0,0102,28961,0,0003
May 22/2021,998698,0,0102,28961,0,0003
May 21/2021,994657,0,0101,28933,0,0003
May 20/2021,990619,0,0101,28906,0,0003
May 19/2021,986581,0,01,28879,0,0003
May 18/2021,982543,0,01,28852,0,0003
May 17/2021,96961,0,0099,25706,0,0003
May 16/2021,956677,0,0097,22561,0,0002
May 15/2021,95452,0,0097,22512,0,0002
May 14/2021,948655,0,0097,21042,0,0002
May 13/2021,,0,,0
May 12/2021,,0,,0
May 11/2021,,0,,0
May 10/2021,,0,,0
May 9/2021,,0,,0
May 8/2021,,0,,0
May 7/2021,,0,,0
May 6/2021,,0,,0
May 5/2021,,0,,0
May 4/2021,,0,,0
May 3/2021,,0,,0
May 2/2021,,0,,0
May 1/2021,,0,,0
Apr 30/2021,509855,0,0052,9407,0,0001
Apr 29/2021,506435,0,0052,,0
Apr 28/2021,425638,0,0043,,0
Apr 27/2021,318792,0,0032,,0
Apr 26/2021,259736,0,0026,,0
Apr 25/2021,209632,0,0021,,0
Apr 24/2021,198972,0,002,,0
Apr 23/2021,176037,0,0018,,0
Apr 22/2021,12861,0,0013,,0
Apr 21/2021,108897,0,0011,,0
Apr 20/2021,106929,0,0011,,0
Apr 19/2021,80857,0,0008,,0
Apr 18/2021,79182,0,0008,,0
Apr 17/2021,67789,0,0007,,0
Apr 16/2021,66366,0,0007,,0
Apr 15/2021,63758,0,0006,,0
Apr 14/2021,62028,0,0006,,0
Apr 13/2021,60139,0,0006,,0
Apr 12/2021,59249,0,0006,,0
Apr 11/2021,58418,0,0006,,0
Apr 10/2021,58248,0,0006,,0
Apr 9/2021,58037,0,0006,,0
Apr 8/2021,,0,,0
Apr 7/2021,55151,0,0006,,0
Apr 6/2021,53953,0,0005,,0
Apr 5/2021,52868,0,0005,,0
Apr 4/2021,52413,0,0005,,0
Apr 3/2021,52335,0,0005,,0
Apr 2/2021,52091,0,0005,,0
Apr 1/2021,51216,0,0005,,0
Mar 31/2021,49743,0,0005,,0
Mar 30/2021,48256,0,0005,,0
Mar 29/2021,46416,0,0005,,0
Mar 28/2021,4514,0,0005,,0
Mar 27/2021,44278,0,0005,,0
Mar 26/2021,44,0,0004,,0
Mar 25/2021,42225,0,0004,,0
Mar 24/2021,39817,0,0004,,0
Mar 23/2021,37911,0,0004,,0
Mar 22/2021,36082,0,0004,,0
Mar 21/2021,33891,0,0003,,0
Mar 20/2021,32361,0,0003,,0
Mar 19/2021,30971,0,0003,,0
Mar 18/2021,27546,0,0003,,0
Mar 17/2021,24054,0,0002,,0
Mar 16/2021,20695,0,0002,,0
Mar 15/2021,15865,0,0002,,0
Mar 14/2021,11605,0,0001,,0
Mar 13/2021,10041,0,0001,,0
Mar 12/2021,5248,0,0001,,0
Mar 11/2021,1585,0,,0
Mar 10/2021,955,0,,0
Mar 9/2021,522,0,,0
Mar 8/2021,377,0,,0
Mar 7/2021,,0,,0
